Provincia,Partido,Localidad,Población,ADSL,Cablemódem,Dial Up,Fibra óptica,Satelital,Wireless,Telefonía Fija,3G,4G,Link,Latitud,Longitud
SANTA FE,9 de Julio,Logroño,630,1,0,0,0,0,1,1,1,1,82077040.0,-29.5042812797874,-61.6967327802837
SANTA FE,9 de Julio,Montefiore,146,0,0,0,0,1,1,1,0,0,82077050.0,-29.6678698226711,-61.867108287483
SANTA FE,9 de Julio,Pozo Borrado,980,0,0,0,0,0,1,1,0,1,82077060.0,-28.9399423031181,-61.7055999743386
SANTA FE,9 de Julio,San Bernardo,228,0,0,0,0,0,1,1,0,0,82077065.0,-28.6300342810186,-61.5069219893981
SANTA FE,9 de Julio,Santa Margarita,993,0,0,0,0,1,1,1,0,1,82077070.0,-28.3149549140447,-61.550329937355
SANTA FE,9 de Julio,Tostado,14582,1,1,0,0,1,1,1,1,1,82077080.0,-29.2344732488739,-61.7719824163622
SANTA FE,9 de Julio,Villa Minetti,4876,0,0,0,0,1,1,1,1,1,82077090.0,-28.6247095403571,-61.6279859869967
SANTA FE,Belgrano,Armstrong,11181,1,0,0,1,0,1,1,1,1,82007010.0,-32.7846557002825,-61.605481877095
SANTA FE,Belgrano,Bouquet,1230,1,0,0,0,0,1,1,0,1,82007020.0,-32.4247998561473,-61.8903345863257
SANTA FE,Belgrano,Las Parejas,12375,1,0,0,1,0,1,1,1,1,82007030.0,-32.6826842550048,-61.5185798347876
SANTA FE,Belgrano,Las Rosas,13068,1,1,0,1,0,1,1,1,1,82007040.0,-32.4785768176046,-61.5748036822531
SANTA FE,Belgrano,Montes de Oca,2655,1,0,0,1,1,1,1,0,1,82007050.0,-32.567997020224,-61.7680762352029
SANTA FE,Belgrano,Tortugas,2234,1,1,0,0,1,0,1,1,1,82007060.0,-32.7482982621557,-61.8203359267394
SANTA FE,Caseros,Arequito,6533,1,1,0,0,0,0,1,1,1,82014010.0,-33.1483008378636,-61.4713349349693
SANTA FE,Caseros,Arteaga,3089,1,1,0,0,0,1,1,1,1,82014020.0,-33.0911311154911,-61.7917113876172
SANTA FE,Caseros,Beravebú,2225,0,0,0,0,0,1,1,1,1,82014030.0,-33.3414152210784,-61.8622809808056
SANTA FE,Caseros,Bigand,4939,1,1,0,0,0,0,1,1,1,82014040.0,-33.3761183026397,-61.185501310201
SANTA FE,Caseros,Casilda,34703,1,1,0,1,0,1,1,1,1,82014050.0,-33.0424955546762,-61.1693311184421
SANTA FE,Caseros,Chabás,6871,1,0,0,1,0,1,1,1,1,82014060.0,-33.2470674643201,-61.3575935561826
SANTA FE,Caseros,Chañar Ladeado,5415,1,1,0,1,0,0,1,1,1,82014070.0,-33.3258409849243,-62.0386496702618
SALTA,San Carlos,San Carlos,2209,0,0,0,1,1,1,1,0,1,66154040.0,-25.8954496537353,-65.9374115460195
SALTA,Santa Victoria,Acoyte,60,0,0,0,0,0,1,0,0,0,66161010.0,-22.2625708057672,-64.9993425915289
SALTA,Santa Victoria,Campo La Cruz,195,0,0,0,0,0,0,0,0,0,66161020.0,-22.4282266803066,-65.1454049664521
SALTA,Santa Victoria,Los Toldos,1002,0,0,0,1,0,1,1,0,0,66161030.0,-22.2528953049178,-64.6816676603736
SALTA,Santa Victoria,Nazareno,916,0,0,0,1,0,0,1,0,0,66161040.0,-22.4818544506086,-65.0949733414157
SALTA,Santa Victoria,Poscaya,367,0,0,0,0,0,0,0,0,0,66161050.0,-22.4336266127546,-65.0678957138662
SALTA,Santa Victoria,San Marcos,171,0,0,0,0,0,0,0,0,0,66161060.0,-22.50900544813,-65.1012423839061
SALTA,Santa Victoria,Santa Victoria,1151,0,0,0,1,1,1,0,0,0,66161070.0,-22.2294615004585,-64.9503255468472
SAN JUAN,25 de Mayo,Campo Afuera,0,0,0,0,0,0,0,0,0,0,70126010.0,-31.4165329806484,-68.5316143378439
SAN JUAN,25 de Mayo,El Encón,524,0,0,0,0,0,0,0,0,1,70126010.0,-32.2163733476113,-67.793057098676
SAN JUAN,25 de Mayo,La Chimbera,0,0,0,0,0,0,0,0,0,0,70126010.0,-31.8505514541041,-68.309461754649
SAN JUAN,25 de Mayo,Tupelí,1169,0,0,0,0,0,1,0,0,0,70126020.0,-31.8390315742989,-68.3573941216943
SAN JUAN,25 de Mayo,Villa Borjas,0,0,0,0,0,0,1,0,0,0,70126010.0,-31.8100072529359,-68.3289623063813
SAN JUAN,25 de Mayo,Villa Borjas - La Chimbera,5275,0,0,0,0,0,1,1,0,0,70126030.0,-31.8100072529359,-68.3289623063813
SAN JUAN,25 de Mayo,Villa El Tango,1367,0,0,0,0,0,0,0,0,0,70126040.0,-31.763268918716,-68.2222966354108
SAN JUAN,25 de Mayo,Villa Santa Rosa,3460,0,0,0,0,0,1,1,1,1,70126050.0,-31.7448085385712,-68.3142412332522
SAN JUAN,9 de Julio,9 de Julio,3484,0,0,0,1,1,1,1,1,1,70063040.0,-31.669750919971,-68.3900416378963
SAN JUAN,9 de Julio,Alto de Sierra,499,0,0,0,0,0,1,0,1,1,70063010.0,-31.5551785871028,-68.4205987445022
SAN JUAN,9 de Julio,Colonia Fiorito,384,0,0,0,0,0,1,0,0,0,70063020.0,-31.5551785871028,-68.4205987445022
SAN JUAN,9 de Julio,Las Chacritas,2760,0,0,0,0,0,1,0,0,1,70063030.0,-31.5936417922213,-68.4077196718125
MISIONES,Oberá,Barrio Escuela 633,719,0,0,0,0,0,0,0,1,1,54091017.0,-27.4689933468661,-55.0771065017179
MISIONES,Oberá,Campo Ramón,1235,0,1,0,1,1,0,1,0,1,54091020.0,-27.4522700869441,-55.0237352385306
MISIONES,Oberá,Campo Viera,7099,0,0,0,1,0,1,1,0,1,54091030.0,-27.3310558767329,-55.0528548158544
MISIONES,Oberá,El Salto,207,0,0,0,0,0,0,0,0,1,54091040.0,-27.4917334406127,-55.1989608083667
MISIONES,Oberá,General Alvear,130,0,0,0,1,0,0,0,0,1,54091050.0,-27.4228667193793,-55.1702709710527
MISIONES,Oberá,Guaraní,2824,1,0,0,1,0,0,1,1,1,54091060.0,-27.5203317456103,-55.161363476829
MISIONES,Oberá,Los Helechos,344,0,0,0,1,0,0,0,0,1,54091070.0,-27.5531853202103,-55.0778227687919
MISIONES,Oberá,Oberá,63960,1,1,0,1,0,0,1,1,1,54091080.0,-27.4816559378759,-55.1251546931471
MISIONES,Oberá,Panambí,700,0,0,0,1,0,0,1,0,0,54091090.0,-27.7185151219435,-54.9183708210206
MISIONES,Oberá,Panambi Kilómetro 15,163,0,0,0,0,0,0,0,0,1,54091105.0,-27.7043305063396,-54.9664319816326
MISIONES,Oberá,Panambí Kilómetro 8,1422,0,0,0,1,0,0,0,0,1,54091100.0,-27.6631606292713,-54.9846517202885
MISIONES,Oberá,San Martín,815,0,0,0,1,0,0,1,0,1,54091110.0,-27.4618128955547,-55.2783440740601
MISIONES,Oberá,Villa Bonita,1664,0,1,0,1,0,0,1,0,1,54091120.0,-27.479699295829,-54.9639234038824
MISIONES,San Ignacio,Barrio Tungoil,199,0,0,0,0,0,0,0,0,0,54098005.0,-27.1077568549388,-55.3881151371992
MISIONES,San Ignacio,Colonia Polana,109,0,0,0,0,0,1,0,0,1,54098010.0,-26.9810475025624,-55.3170685541177
MISIONES,San Ignacio,Corpus,2475,0,0,0,0,0,1,1,0,1,54098020.0,-27.1278038790718,-55.5094179289212
MISIONES,San Ignacio,Domingo Savio,307,0,0,0,0,0,0,0,0,0,54098030.0,-27.3546875776242,-55.3368344966029
SANTA FE,Rosario,Coronel Rodolfo S. Domínguez,796,0,1,0,0,0,0,1,1,1,82084100.0,-33.1854760061025,-60.7228633313771
SANTA FE,Rosario,Cuatro Esquinas,174,0,0,0,1,0,0,0,0,0,82084110.0,-33.2466228889596,-60.7649740219949
SANTA FE,Rosario,El Caramelo,155,1,0,0,1,0,0,1,0,0,82084120.0,-33.1288733975401,-60.7130394393533
SANTA FE,Rosario,Fighiera,4034,1,0,0,0,0,1,1,1,1,82084130.0,-33.1950187794417,-60.4706038463519
SANTA FE,Rosario,Funes,23281,1,1,0,1,1,1,1,1,1,82084140.0,-32.922782783063,-60.8121802825957
SANTA FE,Rosario,General Lagos,3419,1,0,0,1,1,1,1,1,1,82084150.0,-33.1121588884353,-60.5665737837063
SANTA FE,Rosario,Granadero Baigorria,36994,0,1,0,1,0,1,1,1,1,82084160.0,-32.8613641656775,-60.7062159770827
SANTA FE,Rosario,Ibarlucea,3698,0,1,0,1,0,1,1,1,1,82084170.0,-32.8512561304404,-60.7884936646076
SANTA FE,Rosario,Kilómetro 101,36,0,0,0,0,1,1,0,1,1,82084180.0,-33.060584803082,-60.6856440118334
SANTA FE,Rosario,Los Muchachos - La Alborada,129,0,0,0,0,0,0,0,0,0,82084190.0,-33.0915734104105,-60.7354254261055
SANTA FE,Rosario,Monte Flores,166,1,0,0,1,0,0,0,1,1,82084200.0,-33.0800073993365,-60.6355226681116
SANTA FE,San Cristóbal,Santurce,32,0,0,0,0,0,1,0,0,0,82091240.0,-30.1866452738191,-61.178528021881
BUENOS AIRES,Arrecifes,Arrecifes,26400,1,1,1,1,1,1,1,1,1,6077010.0,-34.064591121211,-60.1025564443537
BUENOS AIRES,Arrecifes,Todd,732,0,0,0,1,0,0,1,1,1,6077020.0,-34.0328240475348,-60.1562270065746
BUENOS AIRES,Arrecifes,Viña,464,1,1,0,0,0,0,0,1,1,6077030.0,-33.9922765156087,-60.2263211205477
BUENOS AIRES,Avellaneda,Area Reserva Cinturón Ecológico,3550,0,0,0,0,0,0,0,1,1,6035010.0,-34.6750056478487,-58.3105634248142
BUENOS AIRES,Avellaneda,Avellaneda,25325,1,1,1,1,1,1,1,1,1,6035010.0,-34.6626508059016,-58.3656990232718
BUENOS AIRES,Avellaneda,Crucesita,22745,0,1,0,1,0,0,1,1,1,6035010.0,-34.66910587351,-58.3574544412345
BUENOS AIRES,Avellaneda,Dock Sud,37392,1,1,0,1,0,1,1,1,1,6035010.0,-34.6491266928534,-58.3411774769137
BUENOS AIRES,Avellaneda,Gerli,32384,0,1,0,1,0,0,1,1,1,6035010.0,-34.6847637540553,-58.3726025503412
BUENOS AIRES,General Viamonte,Los Toldos,14496,1,0,1,1,0,1,1,1,1,6385030.0,-35.0010365651503,-61.0381497866181
BUENOS AIRES,General Viamonte,San Emilio,142,0,0,0,0,0,0,0,0,0,6385040.0,-35.0319914044113,-60.8647685857183
BUENOS AIRES,General Viamonte,Zavalía,327,0,0,0,0,0,1,1,0,0,6385050.0,-34.8949208760254,-61.0044538243489
BUENOS AIRES,General Villegas,Banderaló,1339,0,0,0,0,1,0,0,1,1,6392010.0,-35.0124666610174,-63.3741563457186
BUENOS AIRES,General Villegas,Cañada Seca,718,0,0,0,0,0,0,0,0,1,6392020.0,-34.4155054560621,-62.9618553806295
BUENOS AIRES,General Villegas,Coronel Charlone,1348,1,0,0,1,1,0,1,1,1,6392030.0,-34.672994561958,-63.3724454840572
BUENOS AIRES,General Villegas,Emilio V. Bunge,1986,0,0,0,0,1,0,1,1,1,6392040.0,-34.7798328261907,-63.1960964862342
BUENOS AIRES,General Villegas,General Villegas (Est. Villegas),18275,1,0,0,1,1,1,1,1,1,6392050.0,-35.0338419886306,-63.0146637107531
BUENOS AIRES,General Villegas,Massey (Est. Elordi),63,0,0,0,0,0,0,0,0,0,6392060.0,-35.0490892294374,-63.1218876844046
BUENOS AIRES,General Villegas,Pichincha,18,0,0,0,0,1,0,0,0,0,6392070.0,-34.5804516676438,-62.3516395240412
BUENOS AIRES,General Villegas,Piedritas,2160,1,0,0,1,1,1,1,1,1,6392080.0,-34.771104540922,-62.9846965760316
BUENOS AIRES,General Villegas,Santa Eleodora,293,0,0,0,0,0,0,1,0,1,6392090.0,-34.6921180067125,-62.6957932681386
BUENOS AIRES,General Villegas,Santa Regina,554,0,1,0,0,0,0,1,0,1,6392100.0,-34.548335663977,-63.1732728724567
BUENOS AIRES,Puán,Azopardo,95,0,0,0,0,0,0,0,0,0,6651010.0,-37.7017920523646,-62.9006764415683
BUENOS AIRES,Puán,Bordenave,852,0,0,0,1,1,1,1,0,0,6651020.0,-37.8028181597411,-63.0425144041162
BUENOS AIRES,Puán,Darregueira,5547,1,1,1,1,0,1,1,1,1,6651030.0,-37.6857562622736,-63.1595663902141
BUENOS AIRES,Puán,Estela,2,0,0,0,0,0,0,0,0,1,6651050.0,-38.1080950084855,-62.9129041375994
BUENOS AIRES,Puán,Felipe Solá,626,0,0,0,0,0,0,1,0,1,6651060.0,-38.005992834739,-62.8186936682637
BUENOS AIRES,Puán,López Lecube,32,0,0,0,0,0,0,0,0,0,6651070.0,-38.1171190117962,-62.7254849373447
BUENOS AIRES,Puán,Puán,4743,0,1,0,1,1,1,1,1,1,6651080.0,-37.542613502113,-62.7652275731166
BUENOS AIRES,Puán,San Germán,152,0,0,0,0,0,1,1,0,0,6651090.0,-38.2995183581309,-62.9821877089624
BUENOS AIRES,Puán,Villa Castelar (Est. Erize),31,0,0,0,0,0,0,1,0,0,6651100.0,-37.3905464925651,-62.8051325654187
BUENOS AIRES,Puán,Villa Iris,1858,0,0,0,1,0,1,1,1,1,6651110.0,-38.1693097057753,-63.2320511809102
BUENOS AIRES,Punta Indio,Alvarez Jonte,38,0,0,0,0,0,0,0,0,0,6655010.0,-35.3227800092544,-57.4490768504218
BUENOS AIRES,Punta Indio,Las Tahonas,0,0,0,0,0,0,0,0,0,0,6655040.0,-35.3548754574502,-57.3822045685313
BUENOS AIRES,Punta Indio,Pipinas,954,0,1,0,0,0,0,1,1,1,6655030.0,-35.53126706917,-57.3285887617048
BUENOS AIRES,Punta Indio,Punta Indio,569,0,0,0,0,0,1,1,0,0,6655040.0,-35.2808352898089,-57.2360072391524
BUENOS AIRES,Punta Indio,Verónica,6546,1,1,0,1,0,0,1,1,1,6655050.0,-35.3881552142501,-57.3371601623743
BUENOS AIRES,Quilmes,Bernal,37547,1,1,1,1,1,0,1,1,1,6658010.0,-34.700378406023,-58.2766427817003
BUENOS AIRES,Quilmes,Bernal Oeste,85959,1,1,1,1,0,0,1,1,1,6658010.0,-34.7269644246033,-58.3182795621594
BUENOS AIRES,Quilmes,Don Bosco,23458,0,1,0,1,0,0,1,1,1,6658010.0,-34.7032130159372,-58.2984533178872
BUENOS AIRES,Quilmes,Ezpeleta,55274,1,1,1,1,0,1,1,1,1,6658010.0,-34.7435644425127,-58.2281408361207
BUENOS AIRES,Quilmes,Ezpeleta Oeste,26256,1,1,1,1,0,0,1,1,1,6658010.0,-34.7634442077448,-58.2638314351646
BUENOS AIRES,Quilmes,Quilmes,125373,1,1,1,1,1,1,1,1,1,6658010.0,-34.7241344748224,-58.2492205541766
MENDOZA,Tupungato,El Zampal,177,0,0,0,0,0,0,0,0,1,50126035.0,-33.3989500475535,-69.1057367245591
CABA,COMUNA 13,NUÑEZ,51949,1,1,1,1,1,1,1,1,1,2000010.0,-34.5437376606688,-58.4628575470422
CHACO,Mayor Luis J. Fontana,Coronel Du Graty,7509,1,1,0,1,1,1,0,1,1,22098010.0,-27.682571155615,-60.9091956314644
CHACO,Mayor Luis J. Fontana,Enrique Urién,515,0,0,0,1,0,0,0,0,0,22098020.0,-27.5587251493486,-60.5259907543736
CHACO,Mayor Luis J. Fontana,Villa Angela,41403,1,0,0,1,0,1,1,1,1,22098030.0,-27.5788592432947,-60.7141120066309
CHACO,O Higgins,La Clotilde,3382,0,0,0,0,0,0,0,0,1,22112010.0,-27.1781993384686,-60.6315741848515
CHACO,O Higgins,La Tigra,2866,0,0,0,0,0,0,0,0,1,22112020.0,-27.1157899755692,-60.5898941741226
CHUBUT,Biedma,Reserva Area Protegida El Doradillo,54,0,0,0,0,0,1,0,0,0,26007050.0,-42.6456158957863,-65.0647229672572
CHUBUT,Cushamen,Buenos Aires Chico,253,0,0,0,0,0,0,0,0,0,26014010.0,-42.0687961260085,-71.2158343137726
CHUBUT,Cushamen,Cholila,1658,0,0,1,0,1,0,1,1,1,26014020.0,-42.5105313648355,-71.4351548288659
CHUBUT,Cushamen,Costa del Chubut,56,0,0,0,0,0,0,0,0,0,26014025.0,-42.6016255836041,-70.4575737273538
CHUBUT,Cushamen,Cushamen Centro,740,0,0,0,0,0,0,1,0,0,26014030.0,-42.1766611028137,-70.6626188429181
CHUBUT,Cushamen,El Hoyo,1477,1,0,0,1,0,1,1,0,0,26014040.0,-42.0679666637038,-71.5206708370904
CHUBUT,Cushamen,El Maitén,4011,0,0,0,0,0,1,1,0,0,26014050.0,-42.0542854358373,-71.1673153308386
CHUBUT,Cushamen,Epuyén,1038,1,0,0,0,0,0,1,0,1,26014060.0,-42.2329247123472,-71.3695066579513
CHUBUT,Cushamen,Fofo Cahuel,67,0,0,0,0,0,0,0,0,0,26014065.0,-42.3910620005992,-70.5780784399414
CHUBUT,Cushamen,Gualjaina,1183,0,0,0,0,1,0,1,0,0,26014070.0,-42.7267578946733,-70.5354876126711
CHUBUT,Cushamen,Lago Epuyén,392,0,0,0,0,0,0,0,0,0,26014080.0,-42.2135356830147,-71.4296625433553
CHUBUT,Cushamen,Lago Puelo,3129,1,0,0,1,0,1,1,1,1,26014090.0,-42.0672923130861,-71.5981575625236
CHUBUT,Cushamen,Leleque,116,0,0,0,0,1,0,1,0,0,26014100.0,-42.4288626216315,-71.0683951630343
CHUBUT,Escalante,Acceso Norte,0,0,0,0,0,1,0,0,1,1,26021020.0,-45.782807331545,-67.5033367870766
CHUBUT,Escalante,Astra,341,0,0,0,0,0,0,0,1,0,26021010.0,-45.7366075458208,-67.485214728265
CHUBUT,Escalante,Bahía Bustamante,25,0,0,0,0,0,0,0,0,0,26021020.0,-45.1143552826119,-66.5349166167103
CHUBUT,Escalante,Barrio 25 De Mayo,0,0,0,0,0,0,0,0,1,1,26021020.0,-45.8248454635041,-67.4616495988676
CHUBUT,Escalante,Barrio Caleta Cordova,0,0,0,0,0,1,0,0,1,0,26021020.0,-45.7482508559011,-67.3786501769463
CHACO,O Higgins,San Bernardo,9379,0,0,0,0,0,0,0,1,1,22112030.0,-27.2904384132604,-60.7149736332961
CHACO,Presidencia de la Plaza,Presidencia de la Plaza,9642,1,1,0,1,0,1,1,1,1,22119010.0,-27.0029714359347,-59.847600385659
CHACO,Quitilipi,Quitilipi,24517,1,0,0,1,0,1,1,1,1,22133010.0,-26.8732071732978,-60.2185241226399
CHACO,Quitilipi,Villa El Palmar,879,0,0,0,0,0,1,0,0,1,22133020.0,-26.4551186226266,-60.1646165913523
CHACO,San Fernando,Barranqueras,54698,1,1,0,1,0,1,1,1,1,22140010.0,-27.4877739289761,-58.9327416886365
CHACO,San Fernando,Basail,1929,1,1,0,0,1,1,1,1,1,22140020.0,-27.8868655966917,-59.2791003619491
CHACO,San Fernando,Colonia Baranda,336,0,0,0,0,0,0,0,1,1,22140030.0,-27.5620449432874,-59.3096911774268
CHACO,San Fernando,Fontana,32027,0,0,0,1,0,1,0,1,1,22140040.0,-27.4167127425858,-59.04393778912
CHACO,San Fernando,Puerto Vilelas,8278,0,0,0,1,1,0,0,1,1,22140050.0,-27.5106090846354,-58.938994465923
CHACO,San Fernando,Resistencia,290723,1,1,1,1,1,1,1,1,1,22140060.0,-27.4521194584549,-58.9876174408016
CORDOBA,San Justo,Saturnino María Laspiur,2496,0,1,0,0,1,0,1,1,1,14140370.0,-31.7029319509565,-62.4840180855351
CORDOBA,San Justo,Seeber,582,1,0,0,0,0,0,0,0,1,14140380.0,-30.9239726451413,-61.9737374276269
CORDOBA,San Justo,Toro Pujio,173,1,0,0,0,0,0,1,0,1,14140390.0,-31.1090401829574,-62.9876506224993
CORDOBA,San Justo,Tránsito,2886,1,0,0,0,0,1,1,1,1,14140400.0,-31.4251109532295,-63.1954038579264
CORDOBA,San Justo,Trinchera,0,0,0,0,0,0,0,0,0,0,14140070.0,-31.9472621856778,-62.8197328817386
CORDOBA,San Justo,Villa Concepción del Tío,1848,0,1,0,0,0,1,1,1,1,14140420.0,-31.3224689015774,-62.8144745758859
CORDOBA,San Justo,Villa del Tránsito,227,0,0,0,0,0,1,0,0,0,14140430.0,-31.4474037687006,-63.1940139744669
CORDOBA,San Justo,Villa San Esteban,82,0,0,0,0,0,1,0,0,0,14140440.0,-31.6335474004986,-62.896766816574
CORDOBA,Santa María,Alta Gracia,48140,1,1,0,1,0,1,1,1,1,14147010.0,-31.6576798267691,-64.4288214061936
CORDOBA,Santa María,Anisacate,2991,1,0,0,0,0,1,1,0,0,14147020.0,-31.7231378713901,-64.4144863418681
CORDOBA,Santa María,Barrio Gilbert,1277,0,0,0,0,0,0,0,0,0,14147030.0,-31.4426508165936,-64.3178623084579
CORDOBA,Santa María,Barrio Las Quintas,0,0,0,0,0,0,0,0,1,0,14147220.0,-31.5502925188794,-64.4334256167366
CORDOBA,Santa María,Barrio Villa del Parque,0,0,0,0,0,0,0,0,0,0,14147280.0,-31.7772193262534,-64.532077974826
CORDOBA,Santa María,Bouwer,841,0,0,0,0,0,0,1,1,1,14147050.0,-31.557666956067,-64.194465844878
CORDOBA,Santa María,Campos del Virrey,188,0,0,0,0,0,0,0,0,0,14147055.0,-31.5854354142154,-64.3439770074277
CORDOBA,Santa María,Caseros Centro,243,0,0,0,0,0,0,0,0,1,14147060.0,-31.5292561486201,-64.1688666057858
CORDOBA,Santa María,Causana,55,0,0,0,0,0,0,0,0,0,14147065.0,-31.4637911559576,-64.4124514041777
CORDOBA,Santa María,Costa Azul,201,0,0,0,0,0,0,0,1,1,14147070.0,-31.7247289371172,-64.3939272186065
BUENOS AIRES,Avellaneda,Pineyro,28102,0,1,0,1,0,0,1,1,1,6035010.0,-34.6685497926645,-58.3886029123689
BUENOS AIRES,Avellaneda,Sarandí,63281,1,1,1,1,1,1,1,1,1,6035010.0,-34.6843716640855,-58.348101313379
BUENOS AIRES,Avellaneda,Villa Domínico,61273,1,1,0,1,0,1,1,1,1,6035010.0,-34.6986315148924,-58.3363602646664
BUENOS AIRES,Avellaneda,Wilde,68624,1,1,1,1,0,1,1,1,1,6035010.0,-34.7061588356333,-58.3218349208501
BUENOS AIRES,Ayacucho,Ayacucho,17364,1,0,1,0,0,1,1,1,1,6042010.0,-37.1536695670417,-58.4895476662462
BUENOS AIRES,Ayacucho,La Constancia,49,0,0,0,0,0,1,0,0,0,6042020.0,-37.2286256057071,-58.7603890048806
BUENOS AIRES,Ayacucho,Solanet,47,0,0,0,0,0,1,0,0,1,6042030.0,-36.8444984439739,-58.5071421689017
BUENOS AIRES,Ayacucho,Udaquiola,91,0,0,0,0,1,1,0,0,0,6042040.0,-36.5637513540211,-58.5333344196536
BUENOS AIRES,Azul,16 de Julio,111,0,0,0,0,0,0,0,1,1,6049050.0,-37.2020524773603,-60.1652139181813
BUENOS AIRES,Hurlingham,Villa Santos Tesei,66463,1,1,1,1,0,1,1,1,1,6408010.0,-34.6123944448227,-58.6538103691925
BUENOS AIRES,Hurlingham,William C. Morris,51471,0,1,0,1,0,1,0,1,1,6408010.0,-34.5815622830288,-58.6583005365543
BUENOS AIRES,Ituzaingó,Ituzaingó Centro,111138,1,1,1,1,1,1,1,1,1,6410010.0,-34.6440551161203,-58.688489332955
BUENOS AIRES,Ituzaingó,Ituzaingó Sur,23264,0,0,0,0,0,1,0,1,1,6410010.0,-34.6699430265699,-58.6733044157835
BUENOS AIRES,Ituzaingó,Villa Gobernador Udaondo,33422,1,1,1,1,0,1,1,1,1,6410010.0,-34.6168695808944,-58.693287500009
BUENOS AIRES,José C. Paz,Del Viso,6873,0,1,0,0,0,0,0,1,1,6412010.0,-34.480495794913,-58.8042588983994
BUENOS AIRES,José C. Paz,José C Paz,250301,1,1,1,1,1,1,1,1,1,6412010.0,-34.5211611965464,-58.770881112578
BUENOS AIRES,Quilmes,Quilmes Oeste,133980,1,1,1,1,0,1,1,1,1,6658010.0,-34.7477989892391,-58.2999440151876
BUENOS AIRES,Quilmes,San Francisco Solano,59962,0,1,0,1,0,1,1,1,1,6658010.0,-34.7777730726874,-58.3101561253692
BUENOS AIRES,Quilmes,Villa La Florida,35135,1,1,1,1,0,1,1,1,1,6658010.0,-34.7688841339243,-58.2957092489115
BUENOS AIRES,Ramallo,El Paraíso,423,1,0,0,1,0,1,1,0,0,6665010.0,-33.5679152654445,-59.9791123483107
BUENOS AIRES,Ramallo,Las Bahamas,31,0,0,0,0,0,0,0,1,1,6665020.0,-33.6366100825527,-59.9895563465816
BUENOS AIRES,Ramallo,Pérez Millán,4570,0,0,0,1,0,0,1,1,1,6665030.0,-33.7674497804832,-60.0927343667154
BUENOS AIRES,Ramallo,Ramallo,13319,1,1,0,1,1,1,1,1,1,6665040.0,-33.4877021169888,-60.0072209741607
BUENOS AIRES,Ramallo,Villa General Savio (Est. Sánchez),1511,0,0,0,0,0,0,0,1,1,6665050.0,-33.4352672179447,-60.1451316522293
BUENOS AIRES,Ramallo,Villa Ramallo,11280,1,1,0,1,0,1,1,1,1,6665060.0,-33.502293213764,-60.0650138035308
BUENOS AIRES,Villarino,Colonia San Adolfo,109,0,0,0,0,0,0,0,0,0,6875020.0,-39.3983952518232,-62.5711721088672
BUENOS AIRES,Villarino,Country Los Medanos,61,0,0,0,0,0,1,0,0,0,6875025.0,-38.8468445915571,-62.738741885831
BUENOS AIRES,Villarino,Hilario Ascasubi,3427,0,0,0,0,0,0,1,1,1,6875030.0,-39.3758602632663,-62.6477900877351
BUENOS AIRES,Villarino,Juan Cousté (Est. Algarrobo),1993,0,0,1,0,0,1,1,1,1,6875040.0,-38.8942604188728,-63.1361581918897
BUENOS AIRES,Villarino,Mayor Buratovich,5372,1,0,0,1,0,0,1,1,1,6875050.0,-39.2590946793617,-62.6157889589915
BUENOS AIRES,Villarino,Médanos,5245,1,1,1,0,0,1,1,1,1,6875060.0,-38.8293145512181,-62.6943321574343
BUENOS AIRES,Villarino,Pedro Luro,9494,1,1,0,1,0,1,1,1,1,6875070.0,-39.5007767274615,-62.6874317159849
BUENOS AIRES,Villarino,Teniente Origone,145,0,0,0,0,0,1,1,0,1,6875080.0,-39.0580586668564,-62.5697137402023
BUENOS AIRES,Zárate,Barrio Saavedra,0,0,0,0,0,0,0,0,1,1,6882050.0,-34.1263843372848,-59.020156759664
BUENOS AIRES,Zárate,Country Club El Casco,452,0,0,0,0,0,0,0,1,1,6882020.0,-34.1275885141615,-59.0834596008166
BUENOS AIRES,Zárate,Escalada,213,0,0,0,0,0,0,0,0,0,6882030.0,-34.160933188334,-59.1125399836881
BUENOS AIRES,Zárate,Lima,10219,1,0,0,1,1,0,0,1,1,6882040.0,-34.0436335939636,-59.1973339595539
MENDOZA,Tupungato,La Arboleda,540,0,0,0,0,0,1,0,0,1,50126040.0,-33.3688267818118,-69.1247363670469
MENDOZA,Tupungato,San José,1445,0,0,0,1,0,1,0,1,1,50126050.0,-33.3068450101282,-69.1645780862147
CABA,COMUNA 14,PALERMO,225970,1,1,1,1,1,1,1,1,1,2000010.0,-34.5738999836423,-58.4224364523189
CHUBUT,Escalante,Rada Tilly,9098,1,0,1,1,0,1,1,1,1,26021050.0,-45.9368019185633,-67.5653960236573
CHUBUT,Florentino Ameghino,Camarones,1296,0,0,0,0,1,1,1,0,1,26028010.0,-44.79829087317,-65.7105992934951
CHUBUT,Florentino Ameghino,Garayalde,18,0,0,0,0,0,1,0,0,0,26028020.0,-44.6795783728661,-66.6097364550235
CHUBUT,Futaleufú,Aldea Escolar,359,0,0,0,0,0,0,1,0,0,26035010.0,-43.1198187614025,-71.5588967458005
CHUBUT,Futaleufú,Corcovado,1820,0,0,1,0,1,0,1,0,0,26035020.0,-43.5380021657326,-71.4659616215841
CHUBUT,Futaleufú,Esquel,32343,1,1,1,0,1,1,1,1,1,26035030.0,-42.9133238858291,-71.3185116319277
