Provincia,Año,Trimestre,ADSL,Cablemodem,Fibra optica,Wireless,Total Tecnologia,Mbps (Media de bajada),Tasa de crecimiento Velocidad,Accesos por cada 100 hogares,Tasa de Crecimiento Penetracion,Ingresos (miles de pesos),Ingresos (miles USD),Tasa de Crecimiento Ingresos
Tierra Del Fuego,2020,4,32.706499058476254,67.27823298895618,0.01526795256756069,0.0,39298,8.49,1.0,76.27,-4.3036386449184505,33539702.72,484.65,-6.472529381115044
Tucumán,2020,4,64.82424495005404,4.840481182900729,29.53909068413581,0.7961831829094114,230349,36.44,1.05,54.78,14.963273871983219,33539702.72,484.65,-6.472529381115044
Buenos Aires,2020,3,16.846328549906538,61.43016938812943,19.29773173652201,2.4257703254420186,3881736,48.38,1.06,67.66,-2.450980392156865,31997444.53,462.36,-0.4028175688775004
Capital Federal,2020,3,12.683307761998242,84.08934408594946,2.934338618075919,0.29300953397637614,1343301,63.8,1.06,107.68,-4.411895250776743,31997444.53,462.36,-0.4028175688775004
Catamarca,2020,3,56.35539894286433,7.739743267052606,35.357412534608606,0.5474452554744526,47676,36.53,1.05,47.16,52.720207253885995,31997444.53,462.36,-0.4028175688775004
Chaco,2020,3,34.66817227607218,44.580942925783056,15.668695197459664,5.082189600685102,131951,30.8,1.1,41.54,15.871687587168747,31997444.53,462.36,-0.4028175688775004
Chubut,2020,3,41.1297860866439,35.39996404817545,2.60381089340284,20.866438971777818,111260,7.4,0.97,68.34,43.66197183098593,31997444.53,462.36,-0.4028175688775004
Córdoba,2020,3,32.22045525558577,50.22303419779974,11.917347933348568,5.639162613265929,857716,33.5,1.08,75.22,9.66613208922582,31997444.53,462.36,-0.4028175688775004
Corrientes,2020,3,43.0956173948412,49.7246042775311,2.508219503101379,4.671558824526319,118012,23.84,1.08,41.75,8.469732398025464,31997444.53,462.36,-0.4028175688775004
Entre Ríos,2020,3,38.351478128068074,46.66739391294862,6.088796771026509,8.892331187956803,229175,22.44,1.1,58.19,0.5008635578583664,31997444.53,462.36,-0.4028175688775004
Formosa,2020,3,44.63700426089807,20.491232382825302,4.097017371353655,30.774745984922973,48816,18.28,1.08,31.91,5.978080371969452,31997444.53,462.36,-0.4028175688775004
Jujuy,2020,3,31.86005842297058,56.353742294127414,10.856121222779096,0.9300780601229032,102357,21.9,1.38,54.04,21.931407942238266,31997444.53,462.36,-0.4028175688775004
La Pampa,2020,3,9.753326841934436,61.500595044898844,15.879043600562587,12.867034512604134,92430,10.7,1.33,79.26,2.336991607488703,31997444.53,462.36,-0.4028175688775004
La Rioja,2020,3,32.989102527528956,66.53353873072022,0.001901827656377779,0.47545691409444474,52581,12.19,1.04,50.12,4.547350855235721,31997444.53,462.36,-0.4028175688775004
Mendoza,2020,3,44.41716605451382,31.254591146336747,15.859752561376379,8.468490237773052,206920,10.19,1.1,37.35,-8.321060382916057,31997444.53,462.36,-0.4028175688775004
Misiones,2020,3,37.40285094745941,58.11357590479952,1.9165281927854487,2.5670449549556262,134201,24.14,1.07,41.6,5.771675565725909,31997444.53,462.36,-0.4028175688775004
Neuquén,2020,3,23.51943220906162,54.822643153979044,8.593908076390294,13.064016560569037,128498,31.45,1.08,65.24,1.714998440910498,31997444.53,462.36,-0.4028175688775004
Río Negro,2020,3,43.79349065862651,35.36812880750493,9.178684161663675,11.659696372204882,113099,21.08,1.07,57.05,-10.044150110375282,31997444.53,462.36,-0.4028175688775004
Salta,2020,3,33.543643728428776,48.47395320161564,14.66122740603735,3.3211756639182264,173553,25.27,1.12,52.32,17.625899280575542,31997444.53,462.36,-0.4028175688775004
San Juan,2020,3,58.23347422545645,13.396371664705796,8.00180109518207,20.368353014655685,68847,6.03,0.96,38.79,4.668105774419851,31997444.53,462.36,-0.4028175688775004
San Luis,2020,3,10.460454228508816,12.547315469668293,0.00747086363183584,76.98475943819105,80312,20.84,0.99,79.96,-6.183268802065012,31997444.53,462.36,-0.4028175688775004
Santa Cruz,2020,3,34.80275279072288,43.61656009537228,2.7825945594451067,18.79809255445974,36908,6.65,1.01,35.95,0.8981195621667215,31997444.53,462.36,-0.4028175688775004
Santa Fe,2020,3,37.648894781233935,51.78150572100484,5.834059597468901,4.735539900292335,783691,25.69,1.07,72.12,4.719035864672572,31997444.53,462.36,-0.4028175688775004
Santiago Del Estero,2020,3,25.93174255734744,69.41567938436773,0.5447638865713248,4.107814171713503,101879,10.88,1.05,43.38,-21.555153707052433,31997444.53,462.36,-0.4028175688775004
Tierra Del Fuego,2020,3,32.669970771381365,67.33002922861863,0.0,0.0,39345,8.51,1.05,76.81,-20.37113829566659,31997444.53,462.36,-0.4028175688775004
Tucumán,2020,3,67.05316564626155,5.267262475685076,26.86922380487105,0.8103480731823194,223114,34.84,1.07,53.23,34.79361863762978,31997444.53,462.36,-0.4028175688775004
Buenos Aires,2020,2,17.7744232609935,60.32423770084429,19.435554168591885,2.465784869570313,3720357,45.66,1.01,65.22,-3.8761974944730992,32102475.99,463.88,4.305983405661862
Capital Federal,2020,2,13.466541407717877,83.26505817314641,2.9720395529219057,0.2963608662138074,1328448,60.47,1.03,106.41,-3.7449118046132934,32102475.99,463.88,4.305983405661862
Catamarca,2020,2,58.94902509399318,7.958817871819533,32.521640290285916,0.5705167439013727,45748,34.94,1.2,45.43,41.39433551198255,32102475.99,463.88,4.305983405661862
Chaco,2020,2,36.99378116332546,44.26436772526491,13.643511311645106,5.0983397997645215,126551,27.95,1.08,39.83,16.66666666666665,32102475.99,463.88,4.305983405661862
Chubut,2020,2,44.41004638885115,37.148929562702584,1.284912948118243,17.156111100328022,103042,7.61,1.07,57.34,22.02596297084487,32102475.99,463.88,4.305983405661862
Córdoba,2020,2,34.153138413798516,50.1092120912093,10.361927300607942,5.375722194384241,828205,30.98,1.05,72.71,6.816512413691789,32102475.99,463.88,4.305983405661862
Corrientes,2020,2,45.01163760923983,48.7778314522858,2.7614070528303545,3.449123885644021,113855,22.16,1.08,40.3,5.607966457023061,32102475.99,463.88,4.305983405661862
Entre Ríos,2020,2,40.119833041604956,44.62232395314393,6.262735065751087,8.995107939500024,222810,20.45,1.07,56.54,-1.6353514265831537,32102475.99,463.88,4.305983405661862
Formosa,2020,2,45.65249251512677,19.582103301718902,3.940288507840797,30.825115675313526,47763,16.88,1.07,31.14,2.3668639053254337,32102475.99,463.88,4.305983405661862
Jujuy,2020,2,42.11739555967651,50.14423324576315,6.512388605573586,1.2259825889867615,77652,15.86,1.12,47.89,7.5937991462592835,32102475.99,463.88,4.305983405661862
La Pampa,2020,2,9.660072978682543,61.480586088862275,16.07790417876388,12.781436753691297,88519,8.03,1.1,76.1,-1.2714063310845902,32102475.99,463.88,4.305983405661862
La Rioja,2020,2,32.396392939370685,67.12202609363008,0.001918649270913277,0.47966231772831924,52120,11.67,1.47,49.84,2.340862422997958,32102475.99,463.88,4.305983405661862
Mendoza,2020,2,45.86439899791399,31.4105059336667,14.778273497619546,7.946821570799773,200382,9.27,1.1,36.25,-11.042944785276077,32102475.99,463.88,4.305983405661862
Misiones,2020,2,38.717250947121286,56.786876748458305,1.965896011037679,2.529976293382729,131187,22.56,1.02,40.89,4.444444444444451,32102475.99,463.88,4.305983405661862
Neuquén,2020,2,24.197443977030982,54.37546985716343,8.826916617348326,12.600169548457268,125038,29.1,1.05,63.9,1.2999365884591052,32102475.99,463.88,4.305983405661862
Río Negro,2020,2,44.777220817321975,35.68246654487531,9.343136637298752,10.197176000503964,111119,19.69,1.03,56.37,-7.72630545097398,32102475.99,463.88,4.305983405661862
Salta,2020,2,34.867040913192774,47.89808618608412,14.232892284974275,3.001980615748825,170654,22.56,1.05,51.58,23.132012413463833,32102475.99,463.88,4.305983405661862
San Juan,2020,2,65.8379177272354,13.588964611216028,9.046719763527383,11.526397898021184,60895,6.31,1.04,35.09,-1.4325842696629176,32102475.99,463.88,4.305983405661862
San Luis,2020,2,10.812236965726713,10.75560818028546,0.007722107105625555,78.4244327468822,77699,21.02,1.0,78.41,-4.132534539674793,32102475.99,463.88,4.305983405661862
Santa Cruz,2020,2,35.1908166899537,43.954960138078405,2.813621544615216,18.040601627352675,36501,6.59,1.03,35.79,24.055459272097046,32102475.99,463.88,4.305983405661862
Santa Fe,2020,2,39.53070352301809,50.297823777934155,6.153882646889059,4.017590052158695,758838,23.94,1.07,70.0,3.826757638682876,32102475.99,463.88,4.305983405661862
Santiago Del Estero,2020,2,25.56320523948552,71.0901128383177,0.35015387043320445,2.9965280517635917,101384,10.41,1.04,43.47,-17.654858874786893,32102475.99,463.88,4.305983405661862
Tierra Del Fuego,2020,2,33.06154993698397,66.93845006301602,0.0,0.0,38879,8.13,1.1,76.37,-19.44092827004219,32102475.99,463.88,4.305983405661862
Tucumán,2020,2,69.35682135364198,4.544026174478035,25.472055602281024,0.6270968695989723,216394,32.7,1.01,51.78,28.998505231689098,32102475.99,463.88,4.305983405661862
Buenos Aires,2020,1,18.246304526878347,59.90565130062821,19.532338116988377,2.31570605550507,3689717,45.2,1.47,64.33,-2.883454106280192,29946216.45,432.72,-0.12233121754182674
Capital Federal,2020,1,13.924727043831487,82.84425384433082,2.9358354881511435,0.29518362368654233,1324938,58.72,1.33,105.98,-2.9487179487179493,29946216.45,432.72,-0.12233121754182674
Catamarca,2020,1,58.66392215568862,8.409965782720272,32.2284003421728,0.6977117194183062,37408,29.12,1.17,37.62,16.868592730661703,29946216.45,432.72,-0.12233121754182674
Chaco,2020,1,39.05406202347153,45.61530619981971,10.074391096657877,5.256240680050886,118697,25.94,1.11,37.48,14.828431372549012,29946216.45,432.72,-0.12233121754182674
Chubut,2020,1,50.146286941561925,29.900612542324595,1.4508158099475121,18.502284706165966,91259,7.12,1.02,51.27,19.232558139534884,29946216.45,432.72,-0.12233121754182674
Córdoba,2020,1,35.663741298046126,50.611411180873525,8.538320999593722,5.18652652148663,802406,29.39,1.12,70.69,7.890720390720385,29946216.45,432.72,-0.12233121754182674
Corrientes,2020,1,46.91922250977369,48.85101774865554,1.993282308242938,2.236477433327827,108966,20.55,1.07,38.73,10.247651579846263,29946216.45,432.72,-0.12233121754182674
Entre Ríos,2020,1,41.49432465194872,43.82048268008669,6.081713991845131,8.603478676119458,217784,19.03,1.12,56.12,-1.1797851734460352,29946216.45,432.72,-0.12233121754182674
Formosa,2020,1,45.5376634604993,19.20890521992867,3.8906300659245647,31.362801253647465,46265,15.7,1.08,30.23,1.8530997304582186,29946216.45,432.72,-0.12233121754182674
Jujuy,2020,1,42.74098955001066,51.900725101300914,4.1026871401151634,1.2555982085732564,75024,14.14,1.09,46.67,0.5602240896358746,29946216.45,432.72,-0.12233121754182674
La Pampa,2020,1,9.783354685212299,61.48769216691069,15.809159956076135,12.91979319180088,87424,7.29,1.12,75.77,-0.7596594629993403,29946216.45,432.72,-0.12233121754182674
La Rioja,2020,1,27.06629960050506,72.41414998654551,0.0,0.5195504129494318,48311,7.96,1.0,46.35,-7.632522917497009,29946216.45,432.72,-0.12233121754182674
Mendoza,2020,1,50.32288075302359,27.500136813878402,15.355442456082747,6.821539977015269,182730,8.44,1.08,33.14,-12.002124269782255,29946216.45,432.72,-0.12233121754182674
Misiones,2020,1,41.97569132881964,56.6538869402072,0.9951872093971775,0.37523452157598497,122590,22.16,1.09,39.02,7.611693325979063,29946216.45,432.72,-0.12233121754182674
Neuquén,2020,1,24.21940858526587,54.50585960098514,9.116679614539084,12.158052199209903,120998,27.77,1.07,61.85,5.044157608695654,29946216.45,432.72,-0.12233121754182674
Río Negro,2020,1,44.28494593742466,35.68222704427011,9.626476752165285,10.40635026613995,107838,19.06,1.11,55.12,2.893410490946424,29946216.45,432.72,-0.12233121754182674
Salta,2020,1,37.03276970502976,46.32804025274409,14.111136306528813,2.5280537356973447,163169,21.44,1.12,49.6,23.690773067331673,29946216.45,432.72,-0.12233121754182674
San Juan,2020,1,67.80314561136478,10.904786064603417,9.315068493150685,11.976999830881109,59130,6.04,1.0,32.39,1.759346528432304,29946216.45,432.72,-0.12233121754182674
San Luis,2020,1,11.184467589161805,10.25613387407537,0.00673681941281882,78.55266171735,74219,20.98,1.01,76.31,13.320463320463327,29946216.45,432.72,-0.12233121754182674
Santa Cruz,2020,1,35.23618807263949,43.24902616996763,2.814505952707522,18.70027980468536,36454,6.42,1.23,35.97,51.96451204055765,29946216.45,432.72,-0.12233121754182674
Santa Fe,2020,1,40.226967338521916,51.04410297345839,4.672786536286836,4.056143151732854,751650,22.42,1.09,69.52,3.807675078393302,29946216.45,432.72,-0.12233121754182674
Santiago Del Estero,2020,1,25.173805786050686,71.78943505474118,0.20387775489816304,2.8328814043099757,98098,10.0,1.02,42.47,13.192963752665232,29946216.45,432.72,-0.12233121754182674
Tierra Del Fuego,2020,1,33.39915813542587,66.60084186457414,0.0,0.0,38486,7.41,1.02,76.07,-18.537159991432862,29946216.45,432.72,-0.12233121754182674
Tucumán,2020,1,71.69236931704386,5.254356098537953,22.37482475465652,0.6784498297616663,199720,32.25,1.08,47.85,14.941148210425181,29946216.45,432.72,-0.12233121754182674
Buenos Aires,2019,4,19.62958984598641,59.75134051692644,18.244170918770727,2.374898718316418,3667988,30.77,1.2,64.25,-0.5417956656346701,24169250.7,518.19,-17.14395356646039
Capital Federal,2019,4,14.81261409115559,82.22032012840637,2.6726758122613345,0.29438996817670016,1329529,44.2,1.14,106.25,-1.8657061051076007,24169250.7,518.19,-17.14395356646039
Catamarca,2019,4,63.73739053320031,9.195211173927502,26.344086021505376,0.7233122713668108,36084,24.88,2.68,36.44,13.062364256903503,24169250.7,518.19,-17.14395356646039
Chaco,2019,4,41.832655622705744,46.08031085855764,7.591791821050007,4.495241697686614,116323,23.38,1.17,36.84,13.040810064436936,24169250.7,518.19,-17.14395356646039
Chubut,2019,4,51.91859887654089,29.771666317195105,1.4611589948462143,16.84857581141779,90613,6.99,1.0,51.15,20.042243604787615,24169250.7,518.19,-17.14395356646039
Córdoba,2019,4,37.20223810926134,51.3835299719923,6.68362583725462,4.730606081491739,797995,26.16,1.13,70.48,8.280841911199888,24169250.7,518.19,-17.14395356646039
Corrientes,2019,4,48.2633465037214,47.638518790774604,1.8395662960580723,2.2585684094459246,108830,19.27,1.15,38.77,12.149262366213499,24169250.7,518.19,-17.14395356646039
Entre Ríos,2019,4,41.57935453866552,44.36305746725516,5.757457864352057,8.300130129727263,223623,17.02,1.16,57.99,6.658083501931222,24169250.7,518.19,-17.14395356646039
Formosa,2019,4,46.33879076962744,18.658416054316532,3.7815306604787073,31.22126251557733,46542,14.53,1.1,30.47,2.454606590450581,24169250.7,518.19,-17.14395356646039
Jujuy,2019,4,45.61046511627907,52.05426356589147,1.208471760797342,1.1267995570321152,72240,12.96,1.08,45.38,-2.4715237481194863,24169250.7,518.19,-17.14395356646039
La Pampa,2019,4,17.44700544054902,64.17364607084001,5.57825586382825,12.801092624782717,88594,6.53,1.14,76.92,4.667301673697111,24169250.7,518.19,-17.14395356646039
La Rioja,2019,4,28.052192024176588,71.43528066485615,0.0,0.5125273109672677,48973,8.0,1.0,47.14,-6.37537239324727,24169250.7,518.19,-17.14395356646039
Mendoza,2019,4,52.24425830856525,26.863550391786006,13.503917860037829,7.388273439610916,185050,7.79,1.27,33.65,-10.884533898305083,24169250.7,518.19,-17.14395356646039
Misiones,2019,4,42.80786589297227,56.154094132817534,0.6826241134751774,0.3554158607350097,124080,20.31,1.13,39.79,15.500725689404927,24169250.7,518.19,-17.14395356646039
Neuquén,2019,4,25.80304695002206,52.74632108036093,9.1261430388179,12.32448893079911,115591,26.02,1.1,59.36,0.49094294904350466,24169250.7,518.19,-17.14395356646039
Río Negro,2019,4,45.73385428637095,34.872902780969895,8.878878418754308,10.514364513904848,108775,17.19,1.08,55.71,7.423833397608948,24169250.7,518.19,-17.14395356646039
Salta,2019,4,38.52434561827581,46.31177734886355,13.312915933487174,1.850961099373474,164239,19.08,1.29,50.35,26.507537688442227,24169250.7,518.19,-17.14395356646039
San Juan,2019,4,69.0830131952564,10.58627025221313,8.236178386504092,12.09453816602639,59870,6.04,1.0,32.85,2.9780564263322873,24169250.7,518.19,-17.14395356646039
San Luis,2019,4,11.92324817721378,11.169087772026492,0.008348639171814994,76.8993154115879,71868,20.69,1.05,74.92,10.910436713545524,24169250.7,518.19,-17.14395356646039
Santa Cruz,2019,4,35.84961755723128,42.97143166031515,2.8000756777210194,18.37887510473256,36999,5.21,1.04,36.71,54.959898691430986,24169250.7,518.19,-17.14395356646039
Santa Fe,2019,4,41.678063165092524,51.05105987435361,3.667891790247446,3.6029851703064235,748768,20.55,1.13,69.48,5.930782131422463,24169250.7,518.19,-17.14395356646039
Santiago Del Estero,2019,4,24.948701620321234,72.00877379183471,0.2021611021823291,2.840363485661724,98931,9.79,1.04,42.92,14.759358288770063,24169250.7,518.19,-17.14395356646039
Tierra Del Fuego,2019,4,33.084676413352625,66.91532358664738,0.0,0.0,40082,7.27,1.09,79.7,-14.841329201837805,24169250.7,518.19,-17.14395356646039
Tucumán,2019,4,74.12403679348046,5.553314237301811,19.957033929075727,0.36561504014200996,198296,29.88,1.55,47.65,14.104406130268199,24169250.7,518.19,-17.14395356646039
Buenos Aires,2019,3,32.47383848571748,54.535141309932996,10.81536666545475,2.1756535388947777,3933163,25.69,1.14,69.36,7.635009310986973,21652748.44,464.23,-19.86362851717589
Capital Federal,2019,3,21.296175471045125,76.66170705276953,1.7658873122769592,0.2762301639083838,1410056,38.72,1.28,112.65,3.8727524204702712,21652748.44,464.23,-19.86362851717589
Catamarca,2019,3,80.76221433546718,18.385352748018178,0.04311917476533218,0.8093137417493117,30149,9.29,1.05,30.88,-6.196840826245453,21652748.44,464.23,-19.86362851717589
Chaco,2019,3,44.67166995986142,43.55523263541233,7.144312815105574,4.628784589620677,112859,19.98,1.25,35.85,11.05947955390334,21652748.44,464.23,-19.86362851717589
Chubut,2019,3,45.79026198836153,33.258035210057216,2.3534755813096964,18.598227220271564,81454,6.97,1.15,47.57,-15.641071111899274,21652748.44,464.23,-19.86362851717589
Córdoba,2019,3,39.74678182531975,51.55678554455855,3.882472054052937,4.813960576068765,774352,23.19,1.26,68.59,6.771481942714841,21652748.44,464.23,-19.86362851717589
Corrientes,2019,3,49.429206819866565,46.54373610081542,1.749444032616753,2.2776130467012603,107920,16.7,1.21,38.49,12.379562043795623,21652748.44,464.23,-19.86362851717589
Entre Ríos,2019,3,42.64022993667759,43.25010104639152,5.78793730632775,8.321731710603135,222670,14.7,1.21,57.9,15.292712066905612,21652748.44,464.23,-19.86362851717589
Formosa,2019,3,47.44031021261764,18.20974207040781,3.2154060648309515,31.134541652143604,45904,13.22,1.22,30.11,1.7917511832319155,21652748.44,464.23,-19.86362851717589
Jujuy,2019,3,47.34193142497641,51.10526466298722,0.3917755726500615,1.1610283393863137,69938,11.97,0.99,44.32,90.54170249355116,21652748.44,464.23,-19.86362851717589
La Pampa,2019,3,21.908266378592486,59.57396529606373,5.619697071996039,12.898071253347737,88866,5.72,1.04,77.45,7.94425087108015,21652748.44,464.23,-19.86362851717589
La Rioja,2019,3,28.991054879522927,70.48110242565879,0.022161334515271174,0.5056813603030058,49636,8.0,1.01,47.94,-5.49970431697221,21652748.44,464.23,-19.86362851717589
Mendoza,2019,3,66.71693777155375,24.377895077022515,3.081349420086897,5.823817731336852,222792,6.11,1.01,40.74,7.238747038694382,21652748.44,464.23,-19.86362851717589
Misiones,2019,3,44.80853198260055,54.165261937457345,0.6816705450897519,0.3445355348523595,121613,17.94,1.24,39.33,22.52336448598129,21652748.44,464.23,-19.86362851717589
Neuquén,2019,3,35.26927739762252,49.21279382928,4.523892826049812,10.99403594704767,122903,23.75,1.38,64.14,6.034055215738143,21652748.44,464.23,-19.86362851717589
Río Negro,2019,3,53.78961800905554,29.833078247560742,7.763376060200243,8.61392768318347,125448,15.98,1.37,63.42,25.48476454293629,21652748.44,464.23,-19.86362851717589
Salta,2019,3,46.19386272210951,52.18230706046714,0.5145990269655507,1.1092311904578036,142441,14.75,1.18,44.48,12.807506974384975,21652748.44,464.23,-19.86362851717589
San Juan,2019,3,76.47676982964047,10.989742906620489,1.8160827671950623,10.717404496543967,67563,6.04,0.99,37.06,12.133131618759464,21652748.44,464.23,-19.86362851717589
San Luis,2019,3,15.11816684834288,12.24690957163068,0.40587239371941464,72.22905118630703,86234,19.73,0.99,85.23,62.8080229226361,21652748.44,464.23,-19.86362851717589
Santa Cruz,2019,3,30.265099909173475,48.41053587647593,2.7503405994550407,18.574023614895548,35232,5.02,0.84,35.63,8.860372746715562,21652748.44,464.23,-19.86362851717589
Santa Fe,2019,3,43.18928611029227,51.00172272509689,2.5272945102673874,3.281696654343458,739526,18.17,1.21,68.87,8.610629238290501,21652748.44,464.23,-19.86362851717589
Santiago Del Estero,2019,3,24.871368958392416,72.11238504233684,0.2218125835595349,2.794433415711218,98732,9.39,1.32,55.3,52.55172413793103,21652748.44,464.23,-19.86362851717589
Tierra Del Fuego,2019,3,42.016985138004245,56.60084925690021,1.3821656050955413,0.0,47100,6.69,1.06,96.46,3.977578958715089,21652748.44,464.23,-19.86362851717589
Tucumán,2019,3,92.13159388792909,7.380026494594248,0.07081504453411637,0.41756457294254823,163807,19.31,1.04,39.49,-5.25431861804222,21652748.44,464.23,-19.86362851717589
Buenos Aires,2019,2,33.60543103703101,54.408205151815345,10.018156995622807,1.9682068155308363,3822769,22.48,1.14,67.85,8.07582032494425,20743117.69,444.73,-17.377895851524315
Capital Federal,2019,2,21.960492836944205,75.20220159720662,2.5565792485008916,0.2807263173482771,1411339,30.34,1.23,110.55,3.7735849056603765,20743117.69,444.73,-17.377895851524315
Catamarca,2019,2,81.83150650012745,17.661865918939586,0.04142238083099669,0.4652052001019628,31384,8.81,1.11,32.13,-2.2215459525258607,20743117.69,444.73,-17.377895851524315
Chaco,2019,2,47.38060349252868,44.28474095367873,3.9227947696069734,4.411860784185621,107143,16.02,1.19,34.14,9.248000000000012,20743117.69,444.73,-17.377895851524315
Chubut,2019,2,46.6348377098149,32.91797377860544,2.395920560922873,18.051267950656786,80011,6.05,1.03,46.99,-14.408014571948991,20743117.69,444.73,-17.377895851524315
Córdoba,2019,2,41.42272849299638,51.09331326030541,3.029772651903165,4.45418559479505,759892,18.44,1.17,68.07,7.586533902323356,20743117.69,444.73,-17.377895851524315
Corrientes,2019,2,51.071520050089646,44.996252762994374,1.61368358140991,2.3185436055060666,105411,13.83,1.15,38.16,12.866015971606014,20743117.69,444.73,-17.377895851524315
Entre Ríos,2019,2,44.47238828191209,41.72381410476649,5.847133466181085,7.956664147140338,218295,12.19,1.14,57.48,16.82926829268292,20743117.69,444.73,-17.377895851524315
Formosa,2019,2,47.359322326908114,18.76998876307373,2.986429250583456,30.884259659434697,46276,10.84,1.1,30.42,3.3639143730886945,20743117.69,444.73,-17.377895851524315
Jujuy,2019,2,50.92058596761758,47.40478026214341,0.4225134926754048,1.2521202775636084,64850,12.07,1.41,44.51,89.97012377294067,20743117.69,444.73,-17.377895851524315
La Pampa,2019,2,22.328872375316795,59.74816802559604,5.550395064276786,12.37256453481038,87201,5.49,1.08,77.08,8.50225225225223,20743117.69,444.73,-17.377895851524315
La Rioja,2019,2,29.872662156784717,69.60604854755272,0.021886191802626343,0.49940310385992837,50260,7.89,1.11,48.7,-4.472342094939186,20743117.69,444.73,-17.377895851524315
Mendoza,2019,2,66.87553134544538,24.302222542091556,3.087988556674598,5.734257555788461,222313,6.03,1.05,40.75,10.22450635650527,20743117.69,444.73,-17.377895851524315
Misiones,2019,2,45.91116749164656,53.289555505808025,0.4502151580727806,0.34906184447263466,120609,14.5,1.16,39.15,23.774897249446724,20743117.69,444.73,-17.377895851524315
Neuquén,2019,2,36.11832035669129,49.095794237039996,4.145038929926133,10.640846476342583,120216,17.23,1.09,63.08,4.7144754316069015,20743117.69,444.73,-17.377895851524315
Río Negro,2019,2,57.06199007485912,30.72335772562873,3.3955757422827824,8.819076457229372,118890,11.63,1.11,61.09,21.814556331006997,20743117.69,444.73,-17.377895851524315
Salta,2019,2,51.70880132226438,46.837459148792306,0.5446827692423275,0.909056759700988,133105,12.55,1.21,41.89,4.882323485227857,20743117.69,444.73,-17.377895851524315
San Juan,2019,2,81.83819221206987,11.757905905081632,1.8590951559011228,4.544806726947378,63149,6.12,1.05,35.6,8.042488619119869,20743117.69,444.73,-17.377895851524315
San Luis,2019,2,14.085576521508031,13.032638546135642,0.4391460065555513,72.44263892580078,79017,19.88,2.28,81.79,439.8679867986799,20743117.69,444.73,-17.377895851524315
Santa Cruz,2019,2,38.34262088801007,36.875786446162145,1.362574150638145,23.419018515189645,27815,6.01,1.04,28.85,-13.441344134413436,20743117.69,444.73,-17.377895851524315
Santa Fe,2019,2,45.14856210528653,49.271895845588645,2.5300509450925115,3.0494911040323207,720776,15.07,1.16,67.42,7.751318523253947,20743117.69,444.73,-17.377895851524315
Santiago Del Estero,2019,2,26.469822254053,70.29863055320442,0.23764568005729542,2.9939015126852877,92154,7.1,1.11,52.79,49.71639251276234,20743117.69,444.73,-17.377895851524315
Tierra Del Fuego,2019,2,43.05168813087365,55.532109293421506,1.4162025757048382,0.0,45968,6.34,1.0,94.8,3.4821526034275685,20743117.69,444.73,-17.377895851524315
Tucumán,2019,2,92.23600987892296,7.282091440274682,0.0698753087163424,0.4120233720860189,166010,18.53,1.12,40.14,-3.3004095398699085,20743117.69,444.73,-17.377895851524315
Buenos Aires,2019,1,35.00654507514626,54.22644403571641,9.026299985026027,1.7407109041112947,3726466,19.64,1.16,66.24,5.764010857416557,20207413.77,433.25,-12.495960575214093
Capital Federal,2019,1,23.524799705300364,73.87658306093445,2.313521137460323,0.2850960963048593,1395319,24.72,1.08,109.2,2.7861445783132543,20207413.77,433.25,-12.495960575214093
Catamarca,2019,1,85.78623569538746,14.162761786363202,0.05100251824933856,0.0,31371,7.96,0.99,32.19,-1.8298261665141813,20207413.77,433.25,-12.495960575214093
Chaco,2019,1,52.084491384102286,42.47486420330983,1.9026164633373317,3.5380279492505586,102543,13.44,1.0,32.64,5.8709049626986864,20207413.77,433.25,-12.495960575214093
Chubut,2019,1,48.61272203615133,30.05877523360223,2.5060925547026702,18.82241017554377,76733,5.89,0.97,43.0,-19.955323901712585,20207413.77,433.25,-12.495960575214093
Córdoba,2019,1,44.178050367066255,49.738297883970986,2.7197887797438463,3.3638629692189115,731748,15.73,0.99,65.52,3.148614609571787,20207413.77,433.25,-12.495960575214093
Corrientes,2019,1,54.51776352400199,42.41376953792383,1.5767019105917268,1.4917650274824512,102429,12.05,0.99,35.13,7.562767911818757,20207413.77,433.25,-12.495960575214093
Entre Ríos,2019,1,45.86568939992552,40.98571337747382,5.777771722841339,7.370825499759317,220206,10.66,0.97,56.79,16.659819227608864,20207413.77,433.25,-12.495960575214093
Formosa,2019,1,49.990033001838356,17.448891448315575,2.0819951715431126,30.479080378302953,45149,9.83,1.0,29.68,38.691588785046726,20207413.77,433.25,-12.495960575214093
Jujuy,2019,1,71.46265448683504,26.832885545405695,0.32885545405695865,1.3756045137023105,46525,8.56,1.0,46.41,100.73529411764706,20207413.77,433.25,-12.495960575214093
La Pampa,2019,1,21.371100443718156,65.10854639748523,3.280790748873682,10.239562409922945,88119,5.06,1.17,76.35,6.411149825783968,20207413.77,433.25,-12.495960575214093
La Rioja,2019,1,31.70977429041945,67.77874648842392,0.023249055507120024,0.4882301656495205,51615,7.09,1.0,50.18,-2.449455676516321,20207413.77,433.25,-12.495960575214093
Mendoza,2019,1,72.53777703976479,19.635758031589127,2.7652695429637513,5.061195385682331,204754,5.74,1.0,37.66,1.5915834906932824,20207413.77,433.25,-12.495960575214093
Misiones,2019,1,47.73614601358226,51.48909158891507,0.4043372781579611,0.3704251193447128,115003,12.51,1.0,36.26,17.1188630490956,20207413.77,433.25,-12.495960575214093
